price,number_of_rooms,is_city,good_area,surface,rating,unemployment,parking
0.463262515425408,0.0,0.0,0.0,0.10256410256410264,0.0,0.6,0.0
0.3889704165693897,0.0,0.0,0.0,0.025641025641025772,0.0,0.7000000000000001,0.0
0.28828002534769714,0.0,0.0,0.0,0.15384615384615397,0.0,0.7000000000000001,0.0
0.08388086582396692,0.0,0.0,0.0,0.05128205128205132,0.0,0.7000000000000001,0.0
0.03526998632558476,0.0,0.0,0.0,0.1282051282051282,0.0,0.7000000000000001,0.0
0.277674015275323,0.0,0.0,0.0,0.23076923076923084,0.0,1.0,0.0
0.23678417770069737,0.0,0.0,0.0,0.1282051282051282,0.0,0.6,0.0
0.47188406763832846,0.0,0.0,0.0,0.2051282051282053,0.0,1.0,0.0
0.0016175832972020743,0.0,0.0,0.0,0.10256410256410264,0.0,0.8000000000000002,0.0
0.21738985425074242,0.0,0.0,0.0,0.10256410256410264,0.0,0.6,0.0
0.4346462995697564,0.0,0.0,0.0,0.07692307692307687,0.0,0.9,0.0
0.24785711903411967,0.0,0.0,0.0,0.0,0.0,0.6,0.0
0.0804789380649038,0.0,0.0,0.0,0.15384615384615397,0.0,0.7000000000000001,0.0
0.1074442183904214,0.0,0.0,0.0,0.15384615384615397,0.0,1.0,0.0
0.3881866390954878,0.0,0.0,0.0,0.23076923076923084,0.0,0.6,0.0
0.2996197845445754,0.0,0.0,0.0,0.0,0.0,0.6,0.0
0.1784344461861722,0.0,0.0,0.0,0.0,0.0,0.8000000000000002,0.0
0.3046559717173065,0.0,0.0,0.0,0.10256410256410264,0.0,1.0,0.0
0.20504952806590415,0.0,0.0,0.0,0.07692307692307687,0.0,0.8000000000000002,0.0
0.46456325250975583,0.0,0.0,0.0,0.07692307692307687,0.0,1.0,0.0
0.27880799119501054,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.43646399626455024,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.17153053396924944,0.0,0.0,0.0,0.10256410256410264,0.0,0.6,0.0
0.41923756795517475,0.0,0.0,0.0,0.07692307692307687,0.0,0.7000000000000001,0.0
0.25366040756428676,0.0,0.0,0.0,0.17948717948717952,0.0,0.6,0.0
0.16811193009371994,0.0,0.0,0.0,0.10256410256410264,0.0,0.8000000000000002,0.0
0.37322816262548786,0.0,0.0,0.0,0.2051282051282053,0.0,0.8000000000000002,0.0
0.367858453123437,0.0,0.0,0.0,0.1282051282051282,0.0,0.7000000000000001,0.0
0.45901010572657874,0.0,0.0,0.0,0.1282051282051282,0.0,0.6,0.0
0.2518593869859589,0.0,0.0,0.0,0.05128205128205132,0.0,0.7000000000000001,0.0
0.2030317179735186,0.0,0.0,0.0,0.23076923076923084,0.0,0.6,0.0
0.43112763899543083,0.0,0.0,0.0,0.17948717948717952,0.0,0.7000000000000001,0.0
0.3429943634726347,0.0,0.0,0.0,0.10256410256410264,0.0,1.0,0.0
0.3245672547777074,0.0,0.0,0.0,0.2051282051282053,0.0,0.9,0.0
0.2733882533435614,0.0,0.0,0.0,0.025641025641025772,0.0,0.7000000000000001,0.0
0.23016375946369605,0.0,0.0,0.0,0.1282051282051282,0.0,0.7000000000000001,0.0
0.48062235266651143,0.0,0.0,0.0,0.17948717948717952,0.0,0.6,0.0
0.2958176299903279,0.0,0.0,0.0,0.15384615384615397,0.0,0.9,0.0
0.0671547210085719,0.0,0.0,0.0,0.2051282051282053,0.0,0.8000000000000002,0.0
0.32710202448053893,0.0,0.0,0.0,0.17948717948717952,0.0,0.6,0.0
0.18919054130674073,0.0,0.0,0.0,0.05128205128205132,0.0,0.9,0.0
0.4285428409432015,0.0,0.0,0.0,0.10256410256410264,0.0,0.7000000000000001,0.0
0.4840743087749728,0.0,0.0,0.0,0.10256410256410264,0.0,0.7000000000000001,0.0
0.045075542807591074,0.0,0.0,0.0,0.025641025641025772,0.0,0.7000000000000001,0.0
0.007737718040222941,0.0,0.0,0.0,0.07692307692307687,0.0,1.0,0.0
0.25579495047193435,0.0,0.0,0.0,0.07692307692307687,0.0,0.7000000000000001,0.0
0.09323616716139149,0.0,0.0,0.0,0.025641025641025772,0.0,0.8000000000000002,0.0
0.062452056165160474,0.0,0.0,0.0,0.1282051282051282,0.0,0.9,0.0
0.11518193643064434,0.0,0.0,0.0,0.05128205128205132,0.0,0.9,0.0
0.17163059066804554,0.0,0.0,0.0,0.10256410256410264,0.0,0.6,0.0
0.4070640029349968,0.0,0.0,0.0,0.15384615384615397,0.0,0.7000000000000001,0.0
0.12987359503718787,0.0,0.0,0.0,0.10256410256410264,0.0,0.8000000000000002,0.0
0.34654637627989215,0.0,0.0,0.0,0.07692307692307687,0.0,1.0,0.0
0.3087749724844082,0.0,0.0,0.0,0.17948717948717952,0.0,0.6,0.0
0.16726144815395427,0.0,0.0,0.0,0.025641025641025772,0.0,1.0,0.0
0.4693993262848948,0.0,0.0,0.0,0.1282051282051282,0.0,1.0,0.0
0.09153520328185971,0.0,0.0,0.0,0.2051282051282053,0.0,1.0,0.0
0.16297568622219272,0.0,0.0,0.0,0.1282051282051282,0.0,1.0,0.0
0.15592168895707603,0.0,0.0,0.0,0.05128205128205132,0.0,0.8000000000000002,0.0
