userID,productID,rating
0,811,6,2
1,566,34,0
2,308,12,0
3,914,46,2
4,722,29,1
5,235,8,3
6,785,5,3
7,469,41,3
8,110,20,2
9,518,4,1
10,755,16,3
11,664,24,3
12,649,38,1
13,612,35,2
14,563,48,3
15,53,8,3
16,331,24,3
17,765,39,1
18,725,1,1
19,786,29,0
20,226,7,0
21,967,45,1
22,465,16,1
23,419,32,0
24,50,22,0
25,916,21,2
26,508,28,3
27,186,17,0
28,968,31,2
29,138,43,0
30,40,40,2
31,201,6,1
32,617,13,1
33,111,47,1
34,211,12,0
35,90,8,1
36,348,9,3
37,623,12,2
38,397,47,1
39,181,0,3
40,244,2,0
41,545,6,1
42,664,25,3
43,228,9,3
44,353,15,0
45,371,24,3
46,829,24,0
47,961,33,0
48,538,12,3
49,630,14,2
50,939,8,1
51,389,17,2
52,366,6,0
53,906,13,2
54,455,42,0
55,778,38,2
56,826,14,2
57,227,36,2
58,795,8,2
59,784,8,0
60,739,27,2
61,288,3,0
62,588,16,2
63,68,29,2
64,257,47,2
65,940,42,1
66,420,21,1
67,713,37,3
68,282,40,3
69,878,38,3
70,470,24,3
71,978,16,2
72,833,49,3
73,207,32,2
74,971,32,3
75,233,41,1
76,364,42,3
77,676,31,3
78,99,6,1
79,427,25,2
80,866,29,2
81,871,11,2
82,93,19,3
83,828,7,0
84,745,40,0
85,925,11,3
86,561,15,1
87,653,36,0
88,389,24,2
89,94,18,2
90,190,16,2
91,732,22,0
92,984,33,2
93,507,49,0
94,938,35,2
95,608,15,2
96,693,12,1
97,737,3,0
98,524,20,0
99,711,31,3
100,615,14,1
101,995,15,0
102,300,10,3
103,573,1,2
104,207,24,1
105,969,13,1
106,850,21,1
107,60,32,2
108,289,2,1
109,366,29,0
110,826,23,2
111,598,45,0
112,784,35,0
113,488,49,2
114,617,1,2
115,186,18,2
116,5,2,2
117,700,44,1
118,726,14,3
119,609,12,0
120,735,43,0
121,869,23,0
122,741,17,1
123,283,0,3
124,621,16,3
125,504,16,1
126,907,8,2
127,45,49,0
128,945,1,2
129,408,14,1
130,476,1,1
131,673,17,3
132,707,34,3
133,17,35,2
134,276,31,2
135,995,5,0
136,700,45,0
137,199,0,3
138,183,41,0
139,207,16,2
140,319,18,0
141,930,30,3
142,991,31,1
143,668,26,2
144,274,33,2
145,325,25,1
146,788,46,2
147,30,33,2
148,441,29,1
149,513,12,3
150,622,6,3
151,296,9,3
152,378,33,2
153,798,11,3
154,753,33,3
155,7,26,2
156,171,25,1
157,193,18,2
158,956,37,3
159,522,4,1
160,546,16,2
161,673,6,1
162,485,6,1
163,200,40,3
164,402,31,3
165,346,16,3
166,826,11,2
167,335,8,1
168,505,23,2
169,119,18,0
170,732,24,1
171,79,37,3
172,758,17,0
173,683,5,1
174,859,19,0
175,739,8,1
176,256,30,1
177,51,29,1
178,37,4,0
179,955,38,0
180,910,30,1
181,455,11,0
182,211,4,2
183,404,1,0
184,498,43,0
185,457,33,1
186,201,39,1
187,274,18,3
188,795,46,0
189,502,22,3
190,115,41,1
191,42,46,3
